Title,Link,Description,Date
"In the Middle East, as in Greek tragedy, justice must prevail over moral absolutism | Kenan Malik",https://www.theguardian.com/commentisfree/2023/nov/05/in-middle-east-as-in-greek-tragedy-justice-must-prevail-over-moral-absolutism,"When political solutions lose out to vengeance,  in Aeschylus’s words, ‘Where will it end?’<p>Watching the tragedy unfold in Israel and Palestine has sometimes felt like reading the <em>Oresteia</em> backwards. A trilogy of plays by Aeschylus, written in the fifth century BC, the <em>Oresteia</em> tells of the transformation of ancient Greece from a society rooted in blood and revenge into one shaped by justice.</p><p>The <em>Oresteia</em> begins with the return home from the Trojan war of Agamemnon, the leader of the triumphant Greeks. He is brutally murdered by his wife, Clytemnestra, in furious revenge for his having ritually sacrificed their daughter Iphigenia on the eve of conflict to placate the gods.</p> <a href=""https://www.theguardian.com/commentisfree/2023/nov/05/in-middle-east-as-in-greek-tragedy-justice-must-prevail-over-moral-absolutism"">Continue reading...</a>",2023-11-05 10:00:05
"The Giant’s Causeway lives up to the hype, but my commentary is less impressive | Séamas O'Reilly",https://www.theguardian.com/lifeandstyle/2023/nov/05/the-giants-causeway-lives-up-to-the-hype-but-my-commentary-is-less-impressive,"<p>We all become our parents, but my wife would prefer that it didn’t happen this holiday</p><p>My wife is smiling. We’re on the final stretch to my dad’s house on our midterm break in Derry and I can’t resist pointing out places of interest. ‘That’s where the Tillie &amp; Henderson factory used to be,’ I say. I’m just about to tell her that it was mentioned in <em>Das Kapital</em>, but she says it first, while rolling her eyes. She’s been coming here with me for 15 years and I have a habit of repeating myself. Worse, since the first 10 years of these visits involved my dad driving us around and telling these exact same things, I am repeating himself.</p><p>Becoming your own father is something most men grapple with when they talk to their kids. I’d simply prefer not to do so with my own wife. I purse my lips and resist the urge to indicate where the old checkpoint used to be at Nixon’s Corner.</p> <a href=""https://www.theguardian.com/lifeandstyle/2023/nov/05/the-giants-causeway-lives-up-to-the-hype-but-my-commentary-is-less-impressive"">Continue reading...</a>",2023-11-05 09:30:05
"Sicily, where billionaires get back to basics – by booking an entire city | Tobias Jones",https://www.theguardian.com/commentisfree/2023/nov/05/sicily-where-billionaires-get-back-to-basics-by-booking-an-entire-city,"Kaoru Nakajima’s lavish birthday party in Palermo follows Google’s annual summer ‘camps’ that seek to convey credibility and longevity<p>Sicilians were bewildered last week to see a Japanese billionaire, Kaoru Nakajima, block booking <a href=""https://www.bbc.co.uk/news/world-europe-67314768"" title="""">entire sections of their city</a> for his extended birthday party. Palermo’s most deluxe hotels were completely occupied by Japanese celebrants. The seating of the grand Politeama theatre was rearranged so that his 1,400 guests could also dine and dance. The opera house, Teatro Massimo, was closed for a private performance of <em>Don Giovanni</em>, with Riccardo Muti conducting.</p><p>These pharaonic festivities caused consternation and controversy because Sicily is all about beguiling simplicity. There’s immense panache to the island, of course, but it’s sometimes at the spit-and-sawdust end of the spectrum. So Sicilians perceived something profoundly inauthentic, even unfair, about thousands of jet-setters renting their city for a lavish, gargantuan party.</p> <a href=""https://www.theguardian.com/commentisfree/2023/nov/05/sicily-where-billionaires-get-back-to-basics-by-booking-an-entire-city"">Continue reading...</a>",2023-11-05 09:00:05
"It’s easy to be dazzled by the super-rich, but don’t believe that they’ll do the right thing | Will Hutton",https://www.theguardian.com/commentisfree/2023/nov/05/sam-bankman-fried-elon-musk-rish-sunak-silicon-valley-spell,"Silicon Valley tech showmen like Elon Musk and Sam Bankman-Fried can blind us with science. A little more scepticism would not go amiss<p>Great wealth has always signified status, but today tech wealth also signifies having special futuristic insights denied the rest of us, which the Silicon Valley billionaires are all too ready to dispense and we are too ready to receive. Thus the spectacle of the British prime minister <a href=""https://www.theguardian.com/politics/2023/nov/02/sunak-plays-eager-chatshow-host-as-musk-discusses-ai-and-politics"" title="""">fawning over</a> the banal utterances of the world’s richest man as prophecies from an entrepreneurial god who deigns to walk among us. On the same day, a bizarre hi-tech huckster, once no less fawned over, <a href=""https://www.theguardian.com/business/2023/nov/02/sam-bankman-guilty-ftx-alameda"" title="""">was convicted</a> of a $10bn fraud and faces imprisonment for up to 110 years. This bewildering world has robbed everyone from limelight-seeking political leaders to greedy investors of their senses. There has been a collective loss of our sceptical faculties.</p><p>The obstacle to any such scepticism is that amid the hype, banality, self-deception and sometimes outright fraud is the truth that, on occasion, real wealth and technological breakthroughs are being created at dizzying speed. Elon Musk, interviewed in that notorious “fireside chat” by Rishi Sunak after the prime minister had hosted the world’s first AI safety summit at Bletchley Park in Buckinghamshire last week, owes the bulk of his $200bn-plus fortune to the success of his electric car producer, Tesla. It has sold more than a million Model 3 vehicles, helping to deliver the death knell to the petrol engine and with it the age of fossil fuels.</p> <a href=""https://www.theguardian.com/commentisfree/2023/nov/05/sam-bankman-fried-elon-musk-rish-sunak-silicon-valley-spell"">Continue reading...</a>",2023-11-05 08:30:03
"Football’s memory keeper: the man with more than 5,000 shirts",https://www.theguardian.com/football/2023/nov/05/footballs-memory-keeper-the-man-with-more-than-5000-shirts,"<p>Marcelo Ordás’s obsession started after he fainted at a World Cup and now his Madrid museum is a monument to game’s history</p><p>The best thing Marcelo Ordás ever did was pass out. The way he tells it, and he is some storyteller, for a moment he thought it was The End; instead, it was the start. “The genesis,” he calls it. That day in Turin, an Argentinian student who would briefly embark on a career as a diplomat was handed what he describes as his life’s mission to become a kind of footballing archaeologist, travelling the world to recover its most treasured relics; the “armour” with which its idols fought. Thirty-three years later, the result is the most significant collection of football shirts on earth, at last displayed in a Madrid museum.</p><p>He met everyone: Pelé, Maradona, Steve Hodge but in the beginning there was Claudio Caniggia. Ordás was 17 and was at the 1990 World Cup second-round clash between international football’s greatest rivals, a tale told of a suffering steadily building to the moment that changed his life: from Brazil tearing Argentina apart and their fans taunting him from the other side of the fence – “our pain was their entertainment” – to the realisation he could watch no more, sitting head in hands “waiting for them to score so we could all go home”. And the noise that made him look again.</p> <a href=""https://www.theguardian.com/football/2023/nov/05/footballs-memory-keeper-the-man-with-more-than-5000-shirts"">Continue reading...</a>",2023-11-05 08:00:03
How to Have Sex review – two stars are born with this searing study of consent,https://www.theguardian.com/film/2023/nov/05/how-to-have-sex-review-two-stars-are-born-in-a-searing-study-of-consent-molly-manning-walker-mia-mckenna-bruce,"<p>First-time British director Molly Manning Walker’s remarkable drama about a group of post-GCSE girls hellbent on partying in Crete features a career-making performance from new talent Mia McKenna-Bruce</p><p>Here’s a cause for celebration for fans of British cinema: a feature debut that launches not one but two of the most promising talents to arrive in movie theatres for a long while. Writer and director <a href=""https://www.theguardian.com/film/2023/oct/08/molly-manning-walker-how-to-have-sex-interview-cannes-london-film-festival"">Molly Manning Walker</a> is the complete package: a storyteller with an acute ear for youth vernacular; a film-maker with a gift for capturing images that sear themselves into your eyes, while also filling each frame with a sensory overload of energy and movement; and a director who can tease remarkably intimate and revealing moments from actors while simultaneously marshalling a club full of several hundred hard-partying extras. And the film’s star, <a href=""https://www.theguardian.com/film/2023/oct/27/how-to-have-sex-film-mia-mckenna-bruce-cannes-interview"">Mia McKenna-Bruce</a>, is a revelation. You have to go back to Florence Pugh’s breakout role in <em><a href=""https://www.theguardian.com/film/2017/apr/30/lady-macbeth-review-florence-pugh-william-oldroyd"">Lady Macbeth</a></em> to find another career-making performance that so emphatically announces an actor destined for greatness.</p><p><em>How to Have Sex</em>, which won the Un Certain Regard award at Cannes in May, takes one of the central themes of innumerable 1990s and 00s teen comedies – the desperate quest to lose your virginity (and preferably party to oblivion at the same time) – and peels back the riotous excess and hedonism to uncover some uncomfortable questions about the grey areas of consent and the coercive influence of peers. Walker’s handling of the film’s tonal range is remarkably assured: the picture is skittish, spirited and very funny, and at the same time troubling and bruisingly sad.</p> <a href=""https://www.theguardian.com/film/2023/nov/05/how-to-have-sex-review-two-stars-are-born-in-a-searing-study-of-consent-molly-manning-walker-mia-mckenna-bruce"">Continue reading...</a>",2023-11-05 08:00:02
The big picture: Dennis Morris’s 70s London,https://www.theguardian.com/artanddesign/2023/nov/05/the-big-picture-dennis-morris-70s-london,"<p>The photographer was just 15 and already a professional when he shot this cool young boy in the East End</p><p>The British photographer <a href=""https://www.dennismorris.com/index.html"">Dennis Morris</a> took this picture in the East End of London in 1975, when he was just 15 years old. At that time Morris would spend most of his afternoons wandering the local neighbourhood, looking for subjects, inspired by his street-photographer heroes, <a href=""https://www.theguardian.com/artanddesign/henricartierbresson"">Henri Cartier-Bresson</a> and <a href=""https://www.theguardian.com/artanddesign/don-mccullin"">Don McCullin</a>. He spotted the boy in sunglasses standing beside graffiti for the local reggae band Black Slate (who later had chart success with the Rastafarian anthem, <a href=""https://www.youtube.com/watch?v=-9NgIPLtwSc"">Amigo</a>). “I just came across this kid, looking super-cool,” he recalls, “his stance was cool, too, and he knew it.” The picture is included in an exhibition from Morris’s unique 1970s archive, <a href=""https://la-fab.com/en/la_galerie/dennis-morris-colored-black/"">Colored Black</a>, that opened in Paris last week.</p><p>Morris had become obsessed with photography from the age of nine. He had been part of a church choir in Hackney that was sponsored by Donald Paterson, a manufacturer and inventor of photographic equipment, and some of the boys also got involved in a photographic club that Paterson created. Morris remembers the afternoon that he first watched an image develop in the club’s dark room – “magic!” – and saw his vocation appear before his eyes. He first funded his practice by taking pictures of local families’ kids and weddings. “I was good and very cheap,” he says, “[but] my family were not supportive one little bit. I came from a lower than working-class West Indian family and the idea was you went to work as soon as you left school.”</p><p><a href=""https://la-fab.com/en/la_galerie/dennis-morris-colored-black/"">Dennis Morris: Colored Black is at the Galerie du Jour – Agnès B, Paris until 15 January</a></p> <a href=""https://www.theguardian.com/artanddesign/2023/nov/05/the-big-picture-dennis-morris-70s-london"">Continue reading...</a>",2023-11-05 07:00:02
The art of fashion: colourful abstract print dresses,https://www.theguardian.com/fashion/2023/nov/04/the-art-of-fashion-colourful-abstract-print-dresses,"<p>Appear like a walking work of art in print dresses that will take you from the gallery to dinner</p><p>The fashion industry loves to kill a trend, floral dresses being a recent casualty (worry not, they’re already being revived). But it does mean designers from Stella McCartney to Andreas Kronthaler at Vivienne Westwood have turned their attention away from flowers towards abstract prints – think a Frankenthaler or Richter in dress form.</p><p>This means the high street is flooded with frocks that are really useful pieces to have in your wardrobe. An abstract print works for a wide range of invitations, from weddings to dinners, or any event where you want to feel a bit dressed up without making a whole heap of effort. See a makeup-free Pamela Anderson wearing a Victoria Beckham sponge-style print with minimal gold jewellery and platform heels to Beckham’s show at Paris fashion week.</p> <a href=""https://www.theguardian.com/fashion/2023/nov/04/the-art-of-fashion-colourful-abstract-print-dresses"">Continue reading...</a>",2023-11-04 23:45:01
Clutter-free images to calm the mind – in pictures,https://www.theguardian.com/artanddesign/gallery/2023/nov/04/clutter-free-images-calm-mind-marcus-cederberg-photographer-in-pictures,"<p>For nearly a decade, the photographer <a href=""https://minimalphotos.com/"">Marcus Cederberg</a> has been on the lookout for interesting details in the buildings around him: geometric shapes, striking windows, vibrant colour palettes. ‘Sometimes, it frustrates my family and friends when I suddenly stop the car and run out to take a shot,’ he says. In the editing room, he singles out these details to create dreamlike, minimalist images depicting his native Sweden as well as his travels in places such as Dubai, Spain, the US and the Maldives. ‘Where many photographers hope to cram as much as they can into a frame, my approach is quite the opposite,’ he says.</p><ul><li><a href=""https://www.instagram.com/marcuscederberg/?hl=en-gb"">See more of Cederberg’s work on Instagram</a><br /></li></ul> <a href=""https://www.theguardian.com/artanddesign/gallery/2023/nov/04/clutter-free-images-calm-mind-marcus-cederberg-photographer-in-pictures"">Continue reading...</a>",2023-11-04 17:00:44
‘The children screamed for hours’: horrors of Hurricane Otis leave devastation for Acapulco’s poorest,https://www.theguardian.com/global-development/2023/nov/04/the-children-screamed-for-hours-horrors-of-hurricane-otis-leave-devastation-for-acapulcos-poorest,"<p>Mexico’s Pacific coast was battered by 165mph winds and torrential rain on 25 October. Thousands lost their homes and many now have too little food or water to survive</p><p>In the small hours of Wednesday 25 October, Josefina Maldonado, a grandmother of two in her 60s who lives in the Renacimiento district of Acapulco, watched as the corrugated metal roof of her home flew into the sky, ripped off by 165mph (270km/h) winds. The family home and everything and everyone in it, including two terrified small children, were prey to the torrential rain and the horrors of the hurricane. Most of the furniture, including the beds, was swept away.</p><p>“It wasn’t that the wind or the water was stronger. Both were working together,” Maldonado says. “We were up all night trying to save what we could, and the children screamed and cried for hours.”</p> <a href=""https://www.theguardian.com/global-development/2023/nov/04/the-children-screamed-for-hours-horrors-of-hurricane-otis-leave-devastation-for-acapulcos-poorest"">Continue reading...</a>",2023-11-04 13:00:39
"Weekend podcast: Louis Theroux, Marina Hyde on the Covid inquiry, and remembering Matthew Perry",https://www.theguardian.com/lifeandstyle/audio/2023/nov/04/weekend-podcast-louis-theroux-marina-hyde-on-the-covid-inquiry-and-remembering-matthew-perry,"<p>Marina Hyde reports on the not-so-shocking incompetence laid bare by the Covid inquiry (1m20s); Zoe Williams turns the tables on avuncular interviewer Louis Theroux (9m58s); and Elle Hunt reflects on Matthew Perry’s troubled life and foreshadowed death (28m48s).</p> <a href=""https://www.theguardian.com/lifeandstyle/audio/2023/nov/04/weekend-podcast-louis-theroux-marina-hyde-on-the-covid-inquiry-and-remembering-matthew-perry"">Continue reading...</a>",2023-11-04 07:00:33
‘You are our enemies’: Noel Edmonds in spat with council after move to New Zealand,https://www.theguardian.com/world/2023/nov/03/noel-edmonds-spat-with-council-new-zealand,"<p>Entertainer has reportedly bought up 12 properties in rural Ngātīmoti and objected to a cycle trail proposal</p><p>He has wowed millions of TV viewers in the UK, <a href=""https://www.theguardian.com/culture/2018/nov/21/noel-edmonds-jungle-debut-to-coincide-with-lloyds-legal-action"">taken on a big bank</a> and loves <a href=""https://www.theguardian.com/lifeandstyle/shortcuts/2018/nov/28/noel-edmonds-exercise-secret"">working out in the dark</a>. Now <a href=""https://www.theguardian.com/culture/2019/jun/01/noel-edmonds-bank-mr-blobby-barmy-reputation"">Noel Edmonds</a> has brought his positive energy to a tiny town in New Zealand, where he has reportedly bought up NZ$30m (£14.5m) worth of property and is making his mark on the community.</p><p>Edmonds, 74, who found fame presenting shows such as Noel’s House Party, Top of the Pops and Deal Or No Deal, moved to New Zealand in 2019 – first to Matakana, north of Auckland, and then to the South Island in 2022.</p> <a href=""https://www.theguardian.com/world/2023/nov/03/noel-edmonds-spat-with-council-new-zealand"">Continue reading...</a>",2023-11-03 13:17:54
Israel and Palestine: a complete guide to the crisis,https://www.theguardian.com/world/2023/nov/03/israel-and-palestine-a-complete-guide-to-the-crisis,"<p>A compendium of answers about the roots of the conflict, what is happening now and some of the parties involved </p><p>Occupied territories, two-state solution, apartheid, peace process, proscribed terrorist organisations, the Nakba, proxy militias, disproportionate force. The decades-long crisis in Israel and Palestine has gripped the world but it has a tangled history that can feel overwhelming – and terminology that many find confusing.</p><p>Below are Guardian explainer articles that aim to answer the deeper questions and give historical context, as well as provide some simple definitions.</p> <a href=""https://www.theguardian.com/world/2023/nov/03/israel-and-palestine-a-complete-guide-to-the-crisis"">Continue reading...</a>",2023-11-03 12:24:51
Share your thoughts on the final Beatles song Now and Then,https://www.theguardian.com/music/2023/nov/03/share-your-thoughts-on-the-final-beatles-song-now-and-then,"<p>The Beatles have released their AI-assisted final song together, let us know what you think of it</p><p>The Beatles have released their “final” new song together, Now and Then. AI technology was used to isolate John Lennon’s vocals from an original demo which was handed to Paul McCartney in 1994. McCartney and Ringo Starr recorded new parts for it, while the late George Harrison features via guitar parts kept from a shelved 1995 session.</p><p>What do you think of the track? Is it a poignant swan song? A positive – or worrying – precedent about the use of AI to ensure posthumous longevity? You can <a href=""https://www.theguardian.com/music/2023/nov/02/now-and-then-listen-to-the-final-beatles-song-john-lennon-paul-mccartney-ringo-george-harrison"">listen to the song here</a> and share your thoughts on it below.</p> <a href=""https://www.theguardian.com/music/2023/nov/03/share-your-thoughts-on-the-final-beatles-song-now-and-then"">Continue reading...</a>",2023-11-03 09:37:32
"Speaker Johnson, Israel, government shutdown and Virginia – podcast",https://www.theguardian.com/politics/audio/2023/nov/03/speaker-johnson-israel-government-shutdown-and-virginia-podcast,"<p>The new speaker of the House of Representatives, Mike Johnson of Louisiana, faces the tough task of uniting a fractured Republican party, and preventing a quick-approaching government shutdown. Jonathan Freedland and <a href=""https://www.washingtonpost.com/people/marianna-sotomayor/"">Marianna Sotomayor</a> of the Washington Post discuss what we have learned about his approach to the job from his first week with the gavel.</p><p>Plus, as we prepare for next week’s off-year elections, Jonathan speaks to Carter Sherman about Virginia – <a href=""https://www.theguardian.com/us-news/2023/oct/31/virginia-abortion-rights-ban-south-state"">the last remaining southern state without extensive abortion restrictions</a>. They look at why results there could prove pivotal for <a href=""https://www.theguardian.com/us-news/2023/nov/02/parents-right-movement-virginia-republicans"">Republican chances</a> in 2024</p><p><em>Archive: CNN, CBS News, WAVY TV 10, 13 News Now</em></p> <a href=""https://www.theguardian.com/politics/audio/2023/nov/03/speaker-johnson-israel-government-shutdown-and-virginia-podcast"">Continue reading...</a>",2023-11-03 05:00:01
‘We are just getting started’: the plastic-eating bacteria that could change the world – podcast,https://www.theguardian.com/news/audio/2023/nov/03/we-are-just-getting-started-the-plastic-eating-bacteria-that-could-change-the-world-podcast,"<p>When a microbe was found munching on a plastic bottle in a rubbish dump, it promised a recycling revolution. Now scientists are attempting to turbocharge those powers in a bid to solve our waste crisis. But will it work?</p> <a href=""https://www.theguardian.com/news/audio/2023/nov/03/we-are-just-getting-started-the-plastic-eating-bacteria-that-could-change-the-world-podcast"">Continue reading...</a>",2023-11-03 05:00:01
How oligarchs use English courts to silence their critics - podcast,https://www.theguardian.com/media/audio/2023/nov/03/how-oligarchs-use-english-courts-to-silence-their-critics-slapps-podcast,"<p>Use of Slapps by the super-rich against journalists is increasingly common, and campaigners say new legislation to deter such actions does not go far enough</p><p>They are called Slapps and for reporters who receive them, they can feel aptly named. Strategic lawsuits against public participation are said by campaigners to be the type of legal action brought by the very wealthy with the aim of silencing journalists. They are, by their nature, an abuse of the system.</p><p>As the Guardian’s <strong>Juliette Garside </strong>tells <strong>Nosheen Iqbal, </strong><a href=""https://www.theguardian.com/media/2023/nov/03/designed-to-distress-and-deter-the-impact-of-slapp-lawsuits-on-journalists-and-free-speech"">Slapps are increasingly common in the UK</a>, where campaigners say English libel laws favour those with deep pockets over cash-strapped media organisations.</p> <a href=""https://www.theguardian.com/media/audio/2023/nov/03/how-oligarchs-use-english-courts-to-silence-their-critics-slapps-podcast"">Continue reading...</a>",2023-11-03 03:00:06
Manchester United and Arsenal crash out of Carabao Cup – Football Weekly Extra,https://www.theguardian.com/football/audio/2023/nov/02/manchester-united-and-arsenal-crash-out-of-league-cup-football-weekly-extra-podcast,"<p><a href=""https://twitter.com/maxrushden"">Max Rushden</a> is joined by <a href=""https://twitter.com/bglendenning"">Barry Glendenning</a>, <a href=""https://twitter.com/jonathanliew"">Jonathan Liew</a> and <a href=""https://twitter.com/JohnBrewin_"">John Brewin</a> to ask if time is running out for Erik ten Hag</p><p>Max Rushden is joined by Barry Glendenning, Jonathan Liew and John Brewin as Manchester United’s poor start to the season continues.</p><p><strong>Rate, review, share on <a href=""https://itunes.apple.com/podcast/football-weekly-the-guardian/id188674007?mt=2"">Apple Podcasts</a>, <a href=""https://soundcloud.com/guardianfootballweekly"">Soundcloud</a>, <a href=""https://audioboom.com/channel/football-weekly"">Audioboom</a>, <a href=""https://www.mixcloud.com/guardianfootballweekly/"">Mixcloud</a>, <a href=""https://www.acast.com/footballweekly"">Acast</a> and <a href=""http://www.stitcher.com/podcast/guardianuk/football-weekly"">Stitcher</a>, and join the conversation on <a href=""https://www.facebook.com/GuardianPodcasts/"">Facebook</a>, <a href=""https://twitter.com/guardianaudio"">Twitter</a> and <a href=""mailto:footballweekly@theguardian.com"">email</a>.</strong></p> <a href=""https://www.theguardian.com/football/audio/2023/nov/02/manchester-united-and-arsenal-crash-out-of-league-cup-football-weekly-extra-podcast"">Continue reading...</a>",2023-11-02 13:02:34
Ilya: the AI scientist shaping the world,https://www.theguardian.com/technology/video/2023/nov/02/ilya-the-ai-scientist-shaping-the-world,"<p>Ilya Sutskever, one of the leading AI scientists behind ChatGPT, reflects on his founding vision and values. In conversations with the film-maker Tonje Hessen Schei as he was developing the chat language model&nbsp;between 2016 and 2019, he describes his personal philosophy and makes startling predictions for a technology already shaping our world.  Reflecting on his ideas today, amid a global debate over safety and regulation,&nbsp;we consider the opportunities as well as the consequences of AI technology. Ilya discusses his&nbsp;ultimate goal of artificial general intelligence (AGI),&nbsp;‘a computer system that can do any job or task that a human does, but better’,&nbsp;and&nbsp;questions whether the AGI arms race will be good or bad for humanity.</p><p></p><p>These filmed interviews with Ilya Sutskever are part of a feature-length documentary on artificial intelligence, called&nbsp;<a href=""https://www.bbc.co.uk/programmes/m001q1zl"">iHuman</a></p> <a href=""https://www.theguardian.com/technology/video/2023/nov/02/ilya-the-ai-scientist-shaping-the-world"">Continue reading...</a>",2023-11-02 11:46:22
Doctors in Gaza use phone torches as hospitals run out of fuel for generators – video report,https://www.theguardian.com/world/video/2023/oct/25/doctors-in-gaza-use-phone-torches-as-hospitals-run-out-of-fuel-for-generators-video-report,"<p>Hospitals in <a href=""https://www.theguardian.com/world/gaza"">Gaza</a> are ceasing to function because they are running out of water and fuel for generators, while being overwhelmed by huge numbers of casualties and civilians seeking shelter from Israeli bombing. Doctors, health administrators and international aid organisations describe nightmarish conditions, including doctors forced to operate with little or no anaesthesia, or by the light of mobile phones, and using vinegar in some cases in place of antiseptic. Over the past few days, aid officials had been optimistic that fuel would eventually be included in the aid convoys crossing from Egypt, but on Tuesday evening the Israeli military spokesperson, R Adm Daniel Hagari, was adamant: 'Fuel will not enter Gaza as Hamas uses it for its operational needs'</p><ul><li><p><a href=""https://www.theguardian.com/world/2023/oct/24/gaza-hospitals-ceasing-to-function-as-water-and-fuel-run-out"">Gaza hospitals ceasing to function as water and fuel run out</a></p></li><li><p><a href=""https://www.theguardian.com/world/2023/oct/25/un-gaza-aid-israel-blocking-fuel"">UN warns Gaza aid operation will soon stop if fuel not let in</a></p></li></ul> <a href=""https://www.theguardian.com/world/video/2023/oct/25/doctors-in-gaza-use-phone-torches-as-hospitals-run-out-of-fuel-for-generators-video-report"">Continue reading...</a>",2023-10-25 15:36:37
What are the roots of the Israel-Palestine conflict?,https://www.theguardian.com/world/2023/oct/18/why-israel-palestine-conflict-history,"<p>Recent events are the culmination of a decades-long clash in the disputed region of the Middle East</p><p>As with almost everything to do with this conflict, it depends on whom you ask.</p><p>Some will begin with the Romans. Others will start with the late 19th-century Jewish migration to what was then the Ottoman Empire – to escape the pogroms and other persecutions in eastern Europe – and the rise of Zionism. Or the Balfour declaration by the British government in 1917 in support of a “national home for the Jewish people” in Palestine and the ensuing conflicts with Arab communities there.</p> <a href=""https://www.theguardian.com/world/2023/oct/18/why-israel-palestine-conflict-history"">Continue reading...</a>",2023-10-18 16:09:24
Into the wild to fight Scotland’s addiction problems – video,https://www.theguardian.com/news/video/2023/oct/17/into-the-wild-to-fight-scotlands-addiction-problems-video,"<p>Scotland has some of the highest drug deaths in Europe, a deepening mental health crisis and loses between three and four people a day to suicide. Yet at the same time, services are being stripped back leaving a gap in support that is often filled with volunteers who have a personal experience of addiction. Guardian reporter<strong> Danny Lavelle</strong>, joined one of those organisations,<a href=""https://www.fireandpeace.co.uk/donatef49146f3""> Fire &amp; Peace</a>, which aims to encourage bonds with nature to help people beat the cycle of addiction, on a trip to the Scottish Highlands. As a natural sceptic of alternative therapies, could he be convinced of the benefits?</p><p></p><p></p><p></p> <a href=""https://www.theguardian.com/news/video/2023/oct/17/into-the-wild-to-fight-scotlands-addiction-problems-video"">Continue reading...</a>",2023-10-17 10:19:43
‘I can’t stop shaking’: student describes evacuating her home in Gaza – video,https://www.theguardian.com/world/video/2023/oct/16/i-cant-stop-shaking-student-describes-evacuating-her-home-in-gaza-video,"<p>Following Hamas’s deadly attack on Israel on 7 October, the Israeli army launched a heavy campaign of airstrikes across the Gaza Strip. The air raids have caused widespread damage, displacing more than a million people and killing more than 2,800 civilians, according to the Palestinian health ministry. Afaf al-Najjar, a resident of Gaza City, lived in a district that was bombarded by airstrikes, and, after Israel issued an evacuation order through leaflets dropped from the sky, she left with her family for Khan Younis. Najjar speaks to the Guardian about the impact of the war on her family</p><p></p><ul><li><p><a href=""https://www.theguardian.com/world/2023/oct/16/israel-hamas-war-occupation-gaza-mistake-joe-biden-rafah-crossing-egypt"">US-led diplomatic effort fails to ease Palestinians’ plight in Gaza</a></p></li><li><p><a href=""https://www.theguardian.com/global-development/2023/oct/16/gaza-diary-part-two-i-have-a-feeling-that-if-i-leave-i-am-never-coming-back"">Gaza diary part two: ‘We decide to stay. Then I start crying’</a></p></li><li><p><a href=""https://www.theguardian.com/world/live/2023/oct/16/israel-hamas-war-live-update-news-today-gaza-water-fuel-aid-egypt-border-rafah-crossing-latest-updates"">Israel-Hamas war live</a></p></li></ul> <a href=""https://www.theguardian.com/world/video/2023/oct/16/i-cant-stop-shaking-student-describes-evacuating-her-home-in-gaza-video"">Continue reading...</a>",2023-10-16 19:34:24
How British colonialism increased diabetes in south Asians,https://www.theguardian.com/world/video/2023/oct/12/how-british-colonialism-increased-diabetes-in-south-asians,"<p>People of south Asian origin today are between four and six times more likely to get type 2 diabetes than white people. While the role of diet and lifestyle has been explored, it’s only recently that the impact of the disproportionate number of famines under British colonial rule has been uncovered. Neelam Tailor looks into the history of famines during the British Raj and their lasting impact on south Asian genes</p> <a href=""https://www.theguardian.com/world/video/2023/oct/12/how-british-colonialism-increased-diabetes-in-south-asians"">Continue reading...</a>",2023-10-12 12:00:16
Occupy Tottenham: a community defends its home - video,https://www.theguardian.com/uk-news/video/2023/oct/10/occupy-tottenham-a-community-defends-its-home-video,"<p><a href=""https://www.gofundme.com/f/homegrown-in-tottenham-needs-your-support?utm_campaign=p_lico+share-sheet-first-launch&amp;utm_medium=copy_link&amp;utm_source=customer"">Homegrown </a>was a grass roots community group that stood in the middle of a new housing development in rapidly gentrifying Tottenham in north London. The group was led by Rose and Emma whose message to the young people they helped was to be their best, and never give up. So when they were told they had to leave, there was only one thing to do: occupy.</p><p></p> <a href=""https://www.theguardian.com/uk-news/video/2023/oct/10/occupy-tottenham-a-community-defends-its-home-video"">Continue reading...</a>",2023-10-10 12:39:23
Tell us: were you inspired to move to a new city by a film or TV show?,https://www.theguardian.com/lifeandstyle/2023/oct/06/tell-us-were-you-inspired-to-move-to-a-new-city-by-a-film-or-tv-show,"<p>We’d love to hear about what it is like to live in a place you fell in love with through a screen</p><p>The Guardian’s Saturday magazine is looking for people who were inspired to move to a new city because of a film or a TV programme.</p><p>Was your decision to uproot your life to New York inspired by Sex and the City? Did you watch Lost in Translation and move to Tokyo? Was the city everything you had dreamed it would be once you got there?</p> <a href=""https://www.theguardian.com/lifeandstyle/2023/oct/06/tell-us-were-you-inspired-to-move-to-a-new-city-by-a-film-or-tv-show"">Continue reading...</a>",2023-10-06 09:21:41
Tell us: did you meet your romantic partner over the age of 60?,https://www.theguardian.com/lifeandstyle/2023/oct/05/tell-us-did-you-meet-your-romantic-partner-over-the-age-of-60,"<p>We want to hear from readers who found love after the age of 60</p><p>For the past four years the Guardian’s<strong> </strong>How We Met column has been <a href=""https://www.theguardian.com/lifeandstyle/series/how-we-met"">publishing your tales of true love</a>. But for many of us, meeting “the One” doesn’t happen until later in life.</p><p>With this in mind, we want to hear from readers who met their romantic partner after the age of 60. Perhaps romance never featured in your younger years – or maybe you were surprised to find love again after being divorced or widowed? If you have an interesting story about how you met your other half aged 60+, tell us about it below.</p> <a href=""https://www.theguardian.com/lifeandstyle/2023/oct/05/tell-us-did-you-meet-your-romantic-partner-over-the-age-of-60"">Continue reading...</a>",2023-10-05 14:45:42
